BASIC,557.865,766.150,971.705,1150.205,1293.950,1406.510,1497.755,1580.180,1665.545,1762.705,1876.140,2005.115,2143.960,2283.015,2410.240,2513.875,2585.800,2625.700,2646.035,2677.990
ORIGINAL,1697.785,1906.070,2111.625,2290.125,2433.870,2546.430,2637.675,2720.100,2805.465,2902.625,3016.060,3145.035,3283.880,3422.935,3550.160,3653.795,3725.720,3765.620,3785.955,3817.910
OPTIMIZED,1885.381,1994.634,2078.614,2088.315,2147.254,2269.010,2377.993,2397.302,2436.915,2574.440,2664.788,2722.097,2741.649,2828.348,2977.726,3049.066,3048.048,3239.602,3234.676,3381.075
ENHANCED,1013.445,1122.698,1206.678,1216.379,1275.318,1390.820,1485.993,1645.685,1728.635,1801.107,2005.068,2118.327,2305.681,2389.451,2548.386,2733.417,2740.392,2760.616,2772.915,2858.607
