"Time","smart plug measure","timestamp"
2022-02-23 08:40:10,121,1645602009
2022-02-23 08:40:20,125,1645602019
2022-02-23 08:40:30,125,1645602029
2022-02-23 08:40:40,125,1645602039
2022-02-23 08:40:50,126,1645602049
2022-02-23 08:41:00,126,1645602059
2022-02-23 08:41:10,124,1645602069
2022-02-23 08:41:20,126,1645602079
2022-02-23 08:41:30,126,1645602089
2022-02-23 08:41:40,121,1645602099
2022-02-23 08:41:50,121,1645602109
2022-02-23 08:42:00,99.5,1645602119
2022-02-23 08:42:10,99.0,1645602129
2022-02-23 08:42:20,99.0,1645602139
2022-02-23 08:42:30,99.0,1645602149
2022-02-23 08:42:40,99.4,1645602159
2022-02-23 08:42:50,99.0,1645602169
2022-02-23 08:43:00,99.0,1645602179
2022-02-23 08:43:10,101,1645602189
2022-02-23 08:43:20,124,1645602199
2022-02-23 08:43:30,124,1645602209
2022-02-23 08:43:40,125,1645602219
2022-02-23 08:43:50,125,1645602229
2022-02-23 08:44:00,125,1645602239
2022-02-23 08:44:10,125,1645602249
2022-02-23 08:44:20,125,1645602259
2022-02-23 08:44:30,125,1645602269
2022-02-23 08:44:40,128,1645602279
2022-02-23 08:44:50,128,1645602289
2022-02-23 08:45:00,126,1645602299
2022-02-23 08:45:10,126,1645602309
2022-02-23 08:45:20,128,1645602319
2022-02-23 08:45:30,130,1645602329
2022-02-23 08:45:40,130,1645602339
2022-02-23 08:45:50,130,1645602349
2022-02-23 08:46:00,130,1645602359
2022-02-23 08:46:10,126,1645602369
2022-02-23 08:46:20,128,1645602379
2022-02-23 08:46:30,128,1645602389
2022-02-23 08:46:40,128,1645602399
2022-02-23 08:46:50,128,1645602409
2022-02-23 08:47:00,128,1645602419
2022-02-23 08:47:10,127,1645602429
2022-02-23 08:47:20,128,1645602439
2022-02-23 08:47:30,128,1645602449
2022-02-23 08:47:40,121,1645602459
2022-02-23 08:47:50,121,1645602469
2022-02-23 08:48:00,120,1645602479
2022-02-23 08:48:10,127,1645602489
2022-02-23 08:48:20,127,1645602499
2022-02-23 08:48:30,131,1645602509
2022-02-23 08:48:40,130,1645602519
2022-02-23 08:48:50,130,1645602529
2022-02-23 08:49:00,132,1645602539
2022-02-23 08:49:10,132,1645602549
2022-02-23 08:49:20,127,1645602559
2022-02-23 08:49:30,129,1645602569
2022-02-23 08:49:40,129,1645602579
2022-02-23 08:49:50,99.5,1645602589
2022-02-23 08:50:00,99.5,1645602599
2022-02-23 08:50:10,98.8,1645602609
2022-02-23 08:50:20,99.3,1645602619
2022-02-23 08:50:30,99.3,1645602629
2022-02-23 08:50:40,99.1,1645602639
2022-02-23 08:50:50,99.2,1645602649
2022-02-23 08:51:00,99.2,1645602659
2022-02-23 08:51:10,105,1645602669
2022-02-23 08:51:20,105,1645602679
2022-02-23 08:51:30,126,1645602689
2022-02-23 08:51:40,127,1645602699
2022-02-23 08:51:50,127,1645602709
2022-02-23 08:52:00,128,1645602719
2022-02-23 08:52:10,128,1645602729
2022-02-23 08:52:20,128,1645602739
2022-02-23 08:52:30,128,1645602749
2022-02-23 08:52:40,128,1645602759
2022-02-23 08:52:50,131,1645602769
2022-02-23 08:53:00,131,1645602779
2022-02-23 08:53:10,131,1645602789
2022-02-23 08:53:20,129,1645602799
2022-02-23 08:53:30,133,1645602809
2022-02-23 08:53:40,133,1645602819
2022-02-23 08:53:50,133,1645602829
2022-02-23 08:54:00,133,1645602839
2022-02-23 08:54:10,128,1645602849
2022-02-23 08:54:20,128,1645602859
2022-02-23 08:54:30,128,1645602869
2022-02-23 08:54:40,132,1645602879
2022-02-23 08:54:50,132,1645602889
2022-02-23 08:55:00,132,1645602899
2022-02-23 08:55:10,133,1645602909
2022-02-23 08:55:20,122,1645602919
2022-02-23 08:55:30,122,1645602929
2022-02-23 08:55:40,120,1645602939
2022-02-23 08:55:50,120,1645602949
2022-02-23 08:56:00,120,1645602959
2022-02-23 08:56:10,136,1645602969
2022-02-23 08:56:20,136,1645602979
2022-02-23 08:56:30,132,1645602989
2022-02-23 08:56:40,136,1645602999
2022-02-23 08:56:50,136,1645603009
2022-02-23 08:57:00,131,1645603019
2022-02-23 08:57:10,131,1645603029
2022-02-23 08:57:20,137,1645603039
2022-02-23 08:57:30,99.2,1645603049
2022-02-23 08:57:40,99.2,1645603059
2022-02-23 08:57:50,99.0,1645603069
2022-02-23 08:58:00,99.2,1645603079
2022-02-23 08:58:10,99.2,1645603089
2022-02-23 08:58:20,98.7,1645603099
2022-02-23 08:58:30,98.7,1645603109
2022-02-23 08:58:40,98.7,1645603119
2022-02-23 08:58:50,98.8,1645603129
2022-02-23 08:59:00,98.8,1645603139
2022-02-23 08:59:10,129,1645603149
2022-02-23 08:59:20,129,1645603159
2022-02-23 08:59:30,129,1645603169
2022-02-23 08:59:40,129,1645603179
2022-02-23 08:59:50,129,1645603189
2022-02-23 09:00:00,130,1645603199
2022-02-23 09:00:10,130,1645603209
2022-02-23 09:00:20,130,1645603219
2022-02-23 09:00:30,130,1645603229
2022-02-23 09:00:40,135,1645603239
2022-02-23 09:00:50,135,1645603249
2022-02-23 09:01:00,135,1645603259
2022-02-23 09:01:10,135,1645603269
2022-02-23 09:01:20,137,1645603279
2022-02-23 09:01:30,132,1645603289
2022-02-23 09:01:40,132,1645603299
2022-02-23 09:01:50,138,1645603309
2022-02-23 09:02:00,135,1645603319
2022-02-23 09:02:10,135,1645603329
2022-02-23 09:02:20,132,1645603339
2022-02-23 09:02:30,132,1645603349
2022-02-23 09:02:40,135,1645603359
2022-02-23 09:02:50,135,1645603369
2022-02-23 09:03:00,135,1645603379
2022-02-23 09:03:10,136,1645603389
2022-02-23 09:03:20,136,1645603399
2022-02-23 09:03:30,120,1645603409
2022-02-23 09:03:40,119,1645603419
2022-02-23 09:03:50,119,1645603429
2022-02-23 09:04:00,119,1645603439
2022-02-23 09:04:10,119,1645603449
2022-02-23 09:04:20,142,1645603459
2022-02-23 09:04:30,142,1645603469
2022-02-23 09:04:40,142,1645603479
2022-02-23 09:04:50,140,1645603489
2022-02-23 09:05:00,127,1645603499
2022-02-23 09:05:10,127,1645603509
2022-02-23 09:05:20,136,1645603519
2022-02-23 09:05:30,98.7,1645603529
2022-02-23 09:05:40,98.7,1645603539
2022-02-23 09:05:50,98.2,1645603549
2022-02-23 09:06:00,98.2,1645603559
2022-02-23 09:06:10,98.2,1645603569
2022-02-23 09:06:20,98.5,1645603579
2022-02-23 09:06:30,98.5,1645603589
2022-02-23 09:06:40,98.3,1645603599
2022-02-23 09:06:50,98.2,1645603609
2022-02-23 09:07:00,98.2,1645603619
2022-02-23 09:07:10,131,1645603629
2022-02-23 09:07:20,131,1645603639
2022-02-23 09:07:30,131,1645603649
2022-02-23 09:07:40,133,1645603659
2022-02-23 09:07:50,133,1645603669
2022-02-23 09:08:00,133,1645603679
2022-02-23 09:08:10,133,1645603689
2022-02-23 09:08:20,133,1645603699
2022-02-23 09:08:30,138,1645603709
2022-02-23 09:08:40,138,1645603719
2022-02-23 09:08:50,138,1645603729
2022-02-23 09:09:00,138,1645603739
2022-02-23 09:09:10,138,1645603749
2022-02-23 09:09:20,138,1645603759
2022-02-23 09:09:30,141,1645603769
2022-02-23 09:09:40,141,1645603779
2022-02-23 09:09:50,134,1645603789
2022-02-23 09:10:00,138,1645603799
2022-02-23 09:10:10,138,1645603809
2022-02-23 09:10:20,139,1645603819
2022-02-23 09:10:30,139,1645603829
2022-02-23 09:10:40,139,1645603839
2022-02-23 09:10:50,138,1645603849
2022-02-23 09:11:00,138,1645603859
2022-02-23 09:11:10,139,1645603869
2022-02-23 09:11:20,139,1645603879
2022-02-23 09:11:30,118,1645603889
2022-02-23 09:11:40,118,1645603899
2022-02-23 09:11:50,118,1645603909
2022-02-23 09:12:00,145,1645603919
2022-02-23 09:12:10,145,1645603929
2022-02-23 09:12:20,145,1645603939
2022-02-23 09:12:30,145,1645603949
2022-02-23 09:12:40,145,1645603959
2022-02-23 09:12:50,135,1645603969
2022-02-23 09:13:00,143,1645603979
2022-02-23 09:13:10,143,1645603989
2022-02-23 09:13:20,127,1645603999
2022-02-23 09:13:30,95.2,1645604009
2022-02-23 09:13:40,95.0,1645604019
2022-02-23 09:13:50,94.7,1645604029
2022-02-23 09:14:00,95.2,1645604039
2022-02-23 09:14:10,95.3,1645604049
2022-02-23 09:14:20,94.7,1645604059
2022-02-23 09:14:30,94.7,1645604069
2022-02-23 09:14:40,94.7,1645604079
2022-02-23 09:14:50,130,1645604089
2022-02-23 09:15:00,130,1645604099
2022-02-23 09:15:10,130,1645604109
2022-02-23 09:15:20,130,1645604119
2022-02-23 09:15:30,130,1645604129
2022-02-23 09:15:40,132,1645604139
2022-02-23 09:15:50,132,1645604149
2022-02-23 09:16:00,132,1645604159
2022-02-23 09:16:10,132,1645604169
2022-02-23 09:16:20,132,1645604179
2022-02-23 09:16:30,139,1645604189
2022-02-23 09:16:40,139,1645604199
2022-02-23 09:16:50,139,1645604209
2022-02-23 09:17:00,143,1645604219
2022-02-23 09:17:10,143,1645604229
2022-02-23 09:17:20,142,1645604239
2022-02-23 09:17:30,142,1645604249
2022-02-23 09:17:40,142,1645604259
2022-02-23 09:17:50,139,1645604269
2022-02-23 09:18:00,134,1645604279
2022-02-23 09:18:10,134,1645604289
2022-02-23 09:18:20,140,1645604299
2022-02-23 09:18:30,140,1645604309
2022-02-23 09:18:40,139,1645604319
2022-02-23 09:18:50,140,1645604329
2022-02-23 09:19:00,140,1645604339
2022-02-23 09:19:10,116,1645604349
2022-02-23 09:19:20,116,1645604359
2022-02-23 09:19:30,115,1645604369
2022-02-23 09:19:40,116,1645604379
2022-02-23 09:19:50,116,1645604389
2022-02-23 09:20:00,150,1645604399
2022-02-23 09:20:10,149,1645604409
2022-02-23 09:20:20,149,1645604419
2022-02-23 09:20:30,134,1645604429
2022-02-23 09:20:40,134,1645604439
2022-02-23 09:20:50,139,1645604449
2022-02-23 09:21:00,139,1645604459
2022-02-23 09:21:10,139,1645604469
2022-02-23 09:21:20,95.2,1645604479
2022-02-23 09:21:30,96.7,1645604489
2022-02-23 09:21:40,96.7,1645604499
2022-02-23 09:21:50,94.7,1645604509
2022-02-23 09:22:00,94.7,1645604519
2022-02-23 09:22:10,94.9,1645604529
2022-02-23 09:22:20,94.9,1645604539
2022-02-23 09:22:30,94.9,1645604549
2022-02-23 09:22:40,94.8,1645604559
2022-02-23 09:22:50,133,1645604569
2022-02-23 09:23:00,133,1645604579
2022-02-23 09:23:10,133,1645604589
2022-02-23 09:23:20,133,1645604599
2022-02-23 09:23:30,133,1645604609
2022-02-23 09:23:40,135,1645604619
2022-02-23 09:23:50,135,1645604629
2022-02-23 09:24:00,136,1645604639
2022-02-23 09:24:10,143,1645604649
2022-02-23 09:24:20,143,1645604659
2022-02-23 09:24:30,138,1645604669
2022-02-23 09:24:40,138,1645604679
2022-02-23 09:24:50,143,1645604689
2022-02-23 09:25:00,146,1645604699
2022-02-23 09:25:10,146,1645604709
2022-02-23 09:25:20,147,1645604719
2022-02-23 09:25:30,138,1645604729
2022-02-23 09:25:40,138,1645604739
2022-02-23 09:25:50,143,1645604749
2022-02-23 09:26:00,143,1645604759
2022-02-23 09:26:10,144,1645604769
2022-02-23 09:26:20,144,1645604779
2022-02-23 09:26:30,144,1645604789
2022-02-23 09:26:40,141,1645604799
2022-02-23 09:26:50,144,1645604809
2022-02-23 09:27:00,144,1645604819
2022-02-23 09:27:10,117,1645604829
2022-02-23 09:27:20,117,1645604839
2022-02-23 09:27:30,117,1645604849
2022-02-23 09:27:40,154,1645604859
2022-02-23 09:27:50,154,1645604869
2022-02-23 09:28:00,154,1645604879
2022-02-23 09:28:10,155,1645604889
2022-02-23 09:28:20,155,1645604899
2022-02-23 09:28:30,146,1645604909
2022-02-23 09:28:40,146,1645604919
2022-02-23 09:28:50,148,1645604929
2022-02-23 09:29:00,135,1645604939
2022-02-23 09:29:10,135,1645604949
2022-02-23 09:29:20,94.8,1645604959
2022-02-23 09:29:30,95.1,1645604969
2022-02-23 09:29:40,95.1,1645604979
2022-02-23 09:29:50,94.9,1645604989
2022-02-23 09:30:00,94.9,1645604999
2022-02-23 09:30:10,94.7,1645605009
2022-02-23 09:30:20,94.8,1645605019
2022-02-23 09:30:30,94.8,1645605029
2022-02-23 09:30:40,138,1645605039
2022-02-23 09:30:50,135,1645605049
2022-02-23 09:31:00,135,1645605059
2022-02-23 09:31:10,136,1645605069
2022-02-23 09:31:20,136,1645605079
2022-02-23 09:31:30,137,1645605089
2022-02-23 09:31:40,138,1645605099
2022-02-23 09:31:50,138,1645605109
2022-02-23 09:32:00,138,1645605119
2022-02-23 09:32:10,147,1645605129
2022-02-23 09:32:20,147,1645605139
2022-02-23 09:32:30,147,1645605149
2022-02-23 09:32:40,148,1645605159
2022-02-23 09:32:50,148,1645605169
2022-02-23 09:33:00,151,1645605179
2022-02-23 09:33:10,151,1645605189
2022-02-23 09:33:20,152,1645605199
2022-02-23 09:33:30,141,1645605209
2022-02-23 09:33:40,141,1645605219
2022-02-23 09:33:50,141,1645605229
2022-02-23 09:34:00,141,1645605239
2022-02-23 09:34:10,147,1645605249
2022-02-23 09:34:20,147,1645605259
2022-02-23 09:34:30,147,1645605269
2022-02-23 09:34:40,147,1645605279
2022-02-23 09:34:50,148,1645605289
2022-02-23 09:35:00,117,1645605299
2022-02-23 09:35:10,117,1645605309
2022-02-23 09:35:20,117,1645605319
2022-02-23 09:35:30,116,1645605329
2022-02-23 09:35:40,116,1645605339
2022-02-23 09:35:50,116,1645605349
2022-02-23 09:36:00,160,1645605359
2022-02-23 09:36:10,160,1645605369
2022-02-23 09:36:20,160,1645605379
2022-02-23 09:36:30,145,1645605389
2022-02-23 09:36:40,134,1645605399
2022-02-23 09:36:50,134,1645605409
2022-02-23 09:37:00,95.0,1645605419
2022-02-23 09:37:10,95.0,1645605429
2022-02-23 09:37:20,95.1,1645605439
2022-02-23 09:37:30,94.6,1645605449
2022-02-23 09:37:40,94.6,1645605459
2022-02-23 09:37:50,94.8,1645605469
2022-02-23 09:38:00,94.8,1645605479
2022-02-23 09:38:10,94.9,1645605489
2022-02-23 09:38:20,95.0,1645605499
2022-02-23 09:38:30,95.0,1645605509
2022-02-23 09:38:40,139,1645605519
2022-02-23 09:38:50,138,1645605529
2022-02-23 09:39:00,138,1645605539
2022-02-23 09:39:10,138,1645605549
2022-02-23 09:39:20,138,1645605559
2022-02-23 09:39:30,141,1645605569
2022-02-23 09:39:40,141,1645605579
2022-02-23 09:39:50,141,1645605589
2022-02-23 09:40:00,141,1645605599
2022-02-23 09:40:10,151,1645605609
2022-02-23 09:40:20,151,1645605619
2022-02-23 09:40:30,151,1645605629
2022-02-23 09:40:40,155,1645605639
2022-02-23 09:40:50,155,1645605649
2022-02-23 09:41:00,155,1645605659
2022-02-23 09:41:10,155,1645605669
2022-02-23 09:41:20,155,1645605679
2022-02-23 09:41:30,144,1645605689
2022-02-23 09:41:40,144,1645605699
2022-02-23 09:41:50,144,1645605709
2022-02-23 09:42:00,151,1645605719
2022-02-23 09:42:10,152,1645605729
2022-02-23 09:42:20,152,1645605739
2022-02-23 09:42:30,151,1645605749
2022-02-23 09:42:40,151,1645605759
2022-02-23 09:42:50,116,1645605769
2022-02-23 09:43:00,98.0,1645605779
2022-02-23 09:43:10,98.0,1645605789
2022-02-23 09:43:20,117,1645605799
2022-02-23 09:43:30,165,1645605809
2022-02-23 09:43:40,166,1645605819
2022-02-23 09:43:50,164,1645605829
2022-02-23 09:44:00,164,1645605839
2022-02-23 09:44:10,166,1645605849
2022-02-23 09:44:20,152,1645605859
2022-02-23 09:44:30,152,1645605869
2022-02-23 09:44:40,158,1645605879
2022-02-23 09:44:50,98.7,1645605889
2022-02-23 09:45:00,95.8,1645605899
2022-02-23 09:45:10,95.1,1645605909
2022-02-23 09:45:20,95.1,1645605919
2022-02-23 09:45:30,95.0,1645605929
2022-02-23 09:45:40,94.6,1645605939
2022-02-23 09:45:50,94.7,1645605949
2022-02-23 09:46:00,95.0,1645605959
2022-02-23 09:46:10,95.1,1645605969
2022-02-23 09:46:20,95.1,1645605979
2022-02-23 09:46:30,141,1645605989
2022-02-23 09:46:40,142,1645605999
2022-02-23 09:46:50,141,1645606009
2022-02-23 09:47:00,141,1645606019
2022-02-23 09:47:10,141,1645606029
2022-02-23 09:47:20,144,1645606039
2022-02-23 09:47:30,144,1645606049
2022-02-23 09:47:40,144,1645606059
2022-02-23 09:47:50,155,1645606069
2022-02-23 09:48:00,155,1645606079
2022-02-23 09:48:10,155,1645606089
2022-02-23 09:48:20,155,1645606099
2022-02-23 09:48:30,155,1645606109
2022-02-23 09:48:40,160,1645606119
2022-02-23 09:48:50,160,1645606129
2022-02-23 09:49:00,159,1645606139
2022-02-23 09:49:10,160,1645606149
2022-02-23 09:49:20,160,1645606159
2022-02-23 09:49:30,155,1645606169
2022-02-23 09:49:40,155,1645606179
2022-02-23 09:49:50,155,1645606189
2022-02-23 09:50:00,155,1645606199
2022-02-23 09:50:10,155,1645606209
2022-02-23 09:50:20,155,1645606219
2022-02-23 09:50:30,155,1645606229
2022-02-23 09:50:40,155,1645606239
2022-02-23 09:50:50,117,1645606249
2022-02-23 09:51:00,116,1645606259
2022-02-23 09:51:10,116,1645606269
2022-02-23 09:51:20,116,1645606279
2022-02-23 09:51:30,169,1645606289
2022-02-23 09:51:40,173,1645606299
2022-02-23 09:51:50,173,1645606309
2022-02-23 09:52:00,169,1645606319
2022-02-23 09:52:10,154,1645606329
2022-02-23 09:52:20,154,1645606339
2022-02-23 09:52:30,160,1645606349
2022-02-23 09:52:40,160,1645606359
2022-02-23 09:52:50,95.9,1645606369
2022-02-23 09:53:00,94.7,1645606379
2022-02-23 09:53:10,94.7,1645606389
2022-02-23 09:53:20,95.2,1645606399
2022-02-23 09:53:30,94.9,1645606409
2022-02-23 09:53:40,94.9,1645606419
2022-02-23 09:53:50,95.0,1645606429
2022-02-23 09:54:00,95.0,1645606439
2022-02-23 09:54:10,94.7,1645606449
2022-02-23 09:54:20,144,1645606459
2022-02-23 09:54:30,144,1645606469
2022-02-23 09:54:40,146,1645606479
2022-02-23 09:54:50,143,1645606489
2022-02-23 09:55:00,143,1645606499
2022-02-23 09:55:10,146,1645606509
2022-02-23 09:55:20,146,1645606519
2022-02-23 09:55:30,147,1645606529
2022-02-23 09:55:40,149,1645606539
2022-02-23 09:55:50,149,1645606549
2022-02-23 09:56:00,159,1645606559
2022-02-23 09:56:10,159,1645606569
2022-02-23 09:56:20,159,1645606579
2022-02-23 09:56:30,164,1645606589
2022-02-23 09:56:40,164,1645606599
2022-02-23 09:56:50,157,1645606609
2022-02-23 09:57:00,164,1645606619
2022-02-23 09:57:10,164,1645606629
2022-02-23 09:57:20,164,1645606639
2022-02-23 09:57:30,164,1645606649
2022-02-23 09:57:40,150,1645606659
2022-02-23 09:57:50,159,1645606669
2022-02-23 09:58:00,159,1645606679
2022-02-23 09:58:10,159,1645606689
2022-02-23 09:58:20,159,1645606699
2022-02-23 09:58:30,158,1645606709
2022-02-23 09:58:40,117,1645606719
2022-02-23 09:58:50,116,1645606729
2022-02-23 09:59:00,116,1645606739
2022-02-23 09:59:10,117,1645606749
2022-02-23 09:59:20,117,1645606759
2022-02-23 09:59:30,174,1645606769
2022-02-23 09:59:40,176,1645606779
2022-02-23 09:59:50,176,1645606789
2022-02-23 10:00:00,169,1645606799
2022-02-23 10:00:10,139,1645606809
2022-02-23 10:00:20,138,1645606819
2022-02-23 10:00:30,159,1645606829
2022-02-23 10:00:40,159,1645606839
2022-02-23 10:00:50,94.9,1645606849
2022-02-23 10:01:00,95.1,1645606859
2022-02-23 10:01:10,95.1,1645606869
2022-02-23 10:01:20,94.8,1645606879
2022-02-23 10:01:30,94.9,1645606889
2022-02-23 10:01:40,94.9,1645606899
2022-02-23 10:01:50,94.8,1645606909
2022-02-23 10:02:00,94.6,1645606919
2022-02-23 10:02:10,95.0,1645606929
2022-02-23 10:02:20,146,1645606939
2022-02-23 10:02:30,146,1645606949
2022-02-23 10:02:40,146,1645606959
2022-02-23 10:02:50,151,1645606969
2022-02-23 10:03:00,151,1645606979
2022-02-23 10:03:10,150,1645606989
2022-02-23 10:03:20,150,1645606999
2022-02-23 10:03:30,149,1645607009
2022-02-23 10:03:40,164,1645607019
2022-02-23 10:03:50,164,1645607029
2022-02-23 10:04:00,164,1645607039
2022-02-23 10:04:10,164,1645607049
2022-02-23 10:04:20,164,1645607059
2022-02-23 10:04:30,169,1645607069
2022-02-23 10:04:40,169,1645607079
2022-02-23 10:04:50,168,1645607089
2022-02-23 10:05:00,153,1645607099
2022-02-23 10:05:10,153,1645607109
2022-02-23 10:05:20,163,1645607119
2022-02-23 10:05:30,164,1645607129
2022-02-23 10:05:40,164,1645607139
2022-02-23 10:05:50,163,1645607149
2022-02-23 10:06:00,163,1645607159
2022-02-23 10:06:10,163,1645607169
2022-02-23 10:06:20,163,1645607179
2022-02-23 10:06:30,163,1645607189
2022-02-23 10:06:40,117,1645607199
2022-02-23 10:06:50,117,1645607209
2022-02-23 10:07:00,117,1645607219
2022-02-23 10:07:10,178,1645607229
2022-02-23 10:07:20,178,1645607239
2022-02-23 10:07:30,180,1645607249
2022-02-23 10:07:40,178,1645607259
2022-02-23 10:07:50,178,1645607269
2022-02-23 10:08:00,161,1645607279
2022-02-23 10:08:10,176,1645607289
2022-02-23 10:08:20,176,1645607299
2022-02-23 10:08:30,140,1645607309
2022-02-23 10:08:40,140,1645607319
2022-02-23 10:08:50,95.6,1645607329
2022-02-23 10:09:00,95.4,1645607339
2022-02-23 10:09:10,95.4,1645607349
2022-02-23 10:09:20,95.2,1645607359
2022-02-23 10:09:30,95.1,1645607369
2022-02-23 10:09:40,95.1,1645607379
2022-02-23 10:09:50,95.3,1645607389
2022-02-23 10:10:00,95.3,1645607399
2022-02-23 10:10:10,149,1645607409
2022-02-23 10:10:20,149,1645607419
2022-02-23 10:10:30,149,1645607429
2022-02-23 10:10:40,149,1645607439
2022-02-23 10:10:50,152,1645607449
2022-02-23 10:11:00,152,1645607459
2022-02-23 10:11:10,152,1645607469
2022-02-23 10:11:20,152,1645607479
2022-02-23 10:11:30,153,1645607489
2022-02-23 10:11:40,167,1645607499
2022-02-23 10:11:50,167,1645607509
2022-02-23 10:12:00,167,1645607519
2022-02-23 10:12:10,172,1645607529
2022-02-23 10:12:20,172,1645607539
2022-02-23 10:12:30,173,1645607549
2022-02-23 10:12:40,173,1645607559
2022-02-23 10:12:50,173,1645607569
2022-02-23 10:13:00,166,1645607579
2022-02-23 10:13:10,166,1645607589
2022-02-23 10:13:20,156,1645607599
2022-02-23 10:13:30,167,1645607609
2022-02-23 10:13:40,167,1645607619
2022-02-23 10:13:50,167,1645607629
2022-02-23 10:14:00,167,1645607639
2022-02-23 10:14:10,167,1645607649
2022-02-23 10:14:20,116,1645607659
2022-02-23 10:14:30,116,1645607669
2022-02-23 10:14:40,95.5,1645607679
2022-02-23 10:14:50,117,1645607689
2022-02-23 10:15:00,117,1645607699
2022-02-23 10:15:10,189,1645607709
2022-02-23 10:15:20,185,1645607719
2022-02-23 10:15:30,179,1645607729
2022-02-23 10:15:40,179,1645607739
2022-02-23 10:15:50,180,1645607749
2022-02-23 10:16:00,180,1645607759
2022-02-23 10:16:10,161,1645607769
2022-02-23 10:16:20,149,1645607779
2022-02-23 10:16:30,149,1645607789
2022-02-23 10:16:40,95.5,1645607799
2022-02-23 10:16:50,95.2,1645607809
2022-02-23 10:17:00,95.2,1645607819
2022-02-23 10:17:10,95.0,1645607829
2022-02-23 10:17:20,95.0,1645607839
2022-02-23 10:17:30,95.1,1645607849
2022-02-23 10:17:40,95.1,1645607859
2022-02-23 10:17:50,95.1,1645607869
2022-02-23 10:18:00,141,1645607879
2022-02-23 10:18:10,150,1645607889
2022-02-23 10:18:20,150,1645607899
2022-02-23 10:18:30,149,1645607909
2022-02-23 10:18:40,149,1645607919
2022-02-23 10:18:50,153,1645607929
2022-02-23 10:19:00,153,1645607939
2022-02-23 10:19:10,153,1645607949
2022-02-23 10:19:20,153,1645607959
