BASIC,,,,,,,,,,,,,,,,,,,,
ORIGINAL,,,,,,,,,,,,,,,,,,,,
OPTIMIZED,1321.425,1349.385,1601.537,1676.927,1769.212,1900.600,1925.287,2013.351,2113.424,2236.327,2252.747,2350.443,2444.247,2557.109,2579.341,2798.764,2800.074,2914.700,2897.760,3025.425
ENHANCED,231.800,259.760,729.837,1023.152,1115.437,1246.825,1271.512,1577.501,1677.574,1800.477,1816.897,2132.518,2226.322,2339.184,2361.416,2798.764,2800.074,2914.700,2897.760,3025.425
